lon_g,lat_g
128.6733668,34.79648241
128.7035176,34.79648241
128.7336683,34.82914573
128.7336683,34.86180905
128.7336683,34.89447236
128.7336683,34.92713568
128.7336683,34.95979899
128.7336683,34.99246231
128.6733668,35.02512563
128.6432161,35.02512563
128.6130653,34.99246231
128.5829146,35.02512563
128.6130653,35.05778894
128.6432161,35.09045226
128.6733668,35.09045226
128.7035176,35.09045226
128.7336683,35.09045226
128.7939698,35.05778894
128.7939698,35.02512563
128.8241206,34.99246231
128.8542714,35.02512563
128.8542714,35.05778894
128.8844221,35.05778894
128.9145729,35.05778894
128.9447236,35.05778894
128.9748744,35.02512563
129.0050251,35.05778894
129.0351759,35.05778894
129.0653266,35.05778894
129.0954774,35.05778894
129.0954774,35.09045226
129.1256281,35.09045226
129.1256281,35.12311558
129.1557789,35.15577889
129.1859296,35.15577889
129.2160804,35.15577889
129.2462312,35.18844221
129.2462312,35.22110553
129.2763819,35.25376884
129.2763819,35.28643216
129.3065327,35.28643216
129.3366834,35.31909548
129.3668342,35.35175879
129.3668342,35.38442211
129.3668342,35.41708543
129.3969849,35.44974874
129.4271357,35.44974874
129.4572864,35.48241206
129.4572864,35.51507538
129.4572864,35.54773869
129.4572864,35.58040201
129.4572864,35.61306533
129.4572864,35.64572864
129.4874372,35.67839196
129.4874372,35.71105528
129.4874372,35.74371859
129.5175879,35.77638191
129.5175879,35.80904523
129.5175879,35.84170854
129.5477387,35.87437186
129.5477387,35.90703518
129.5477387,35.93969849
129.5778894,35.97236181
129.5778894,36.00502513
129.5778894,36.03768844
129.5778894,36.07035176
129.5778894,36.10301508
129.5477387,36.10301508
129.5175879,36.07035176
129.4874372,36.03768844
129.4572864,36.00502513
129.4271357,36.00502513
129.4271357,36.03768844
129.4271357,36.07035176
129.4572864,36.10301508
129.3969849,36.16834171
129.3969849,36.20100503
129.3969849,36.23366834
129.3969849,36.26633166
129.3969849,36.29899497
129.3969849,36.33165829
129.3969849,36.36432161
129.4271357,36.39698492
129.4572864,36.42964824
129.4572864,36.46231156
129.4572864,36.49497487
129.4572864,36.52763819
129.4271357,36.59296482
129.4271357,36.62562814
129.4572864,36.65829146
129.4874372,36.69095477
129.4874372,36.72361809
129.4874372,36.75628141
129.4572864,36.82160804
129.4271357,36.88693467
129.4271357,36.91959799
129.4271357,36.95226131
129.4271357,36.98492462
129.4271357,37.01758794
129.4271357,37.05025126
129.3969849,37.11557789
129.3668342,37.14824121
129.3668342,37.18090452
129.3668342,37.21356784
129.3668342,37.24623116
129.3366834,37.27889447
129.3366834,37.31155779
129.3065327,37.31155779
129.2763819,37.37688442
129.2160804,37.40954774
129.2160804,37.44221106
129.2160804,37.47487437
129.1859296,37.47487437
129.1859296,37.50753769
129.1557789,37.50753769
129.1557789,37.54020101
129.1256281,37.54020101
129.1256281,37.57286432
129.1256281,37.60552764
129.0954774,37.60552764
129.0954774,37.63819095
129.0653266,37.63819095
129.0653266,37.67085427
129.0653266,37.70351759
129.0351759,37.70351759
129.0351759,37.7361809
129.0050251,37.7361809
128.8241206,37.9321608
128.7336683,38.03015075
128.6130653,38.16080402
128.6130653,38.19346734
128.5829146,38.25879397
128.5527638,38.3241206
128.4924623,38.38944724
128.4623116,38.45477387
128.4623116,38.48743719
128.4321608,38.55276382
128.4321608,38.58542714
128.4020101,38.58542714
128.3718593,38.61809045
